"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Chatted with Hisashi Kanda (whose first name, after all, sounds like a greeting addressed to me!), General Manager… https://t.co/mQ2Im0nTmV",FALSE,572,NA,2020-02-14 13:17:34,TRUE,NA,"1228307295898988544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",58,FALSE,FALSE,NA,NA
"Joined Kerala CM <U+2066>@vijayanpinarayi<U+2069> &amp; Tourism Minister <U+2066>@kadakampalli<U+2069> Surendran to inaugurate the Discover Japan C… https://t.co/Lnc45jvl0P",FALSE,176,NA,2020-02-14 13:13:34,TRUE,NA,"1228306289383464961",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",31,FALSE,FALSE,NA,NA
"Yesterday’s constituency engagements included two very different interviews:one with a sage, Swami Gururatnam Jnana… https://t.co/KAsTWARDvA",FALSE,735,NA,2020-02-14 13:02:29,TRUE,NA,"1228303496983633920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",78,FALSE,FALSE,NA,NA
"RT @INCIndia: Does the BJP govt have the courage to answer the tough questions or will they continue to cower behind their nakli nationalis…",FALSE,0,NA,2020-02-14 11:30:15,FALSE,NA,"1228280288507133953",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",1746,TRUE,FALSE,NA,NA
"During a busy day in the constituency yesterday,managed to attend a housewarming &amp; a wedding. Blessings &amp; best wish… https://t.co/wE7CcBF98R",FALSE,421,NA,2020-02-14 10:54:38,TRUE,NA,"1228271325564661760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",34,FALSE,FALSE,NA,NA
"Recalled the stellar service of E. Ahamed, who spent his life in public service as a six-term MLA and Minister in K… https://t.co/x1aT5xZFz5",FALSE,253,NA,2020-02-14 10:52:02,TRUE,NA,"1228270671353958401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",43,FALSE,FALSE,NA,NA
"It’s my pleasure to be of service. I hope and pray the child recovers fully and completely https://t.co/QELgLydHbz",FALSE,394,NA,2020-02-14 09:36:25,FALSE,NA,"1228251639619837952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",56,FALSE,FALSE,NA,NA
"Amazing poem on both occasions of Feb 14 — #PulwamaAttack &amp; #ValentinesDay2020! Beautiful &amp; moving. @DhillonVijay https://t.co/0v5OY2Zl2P",FALSE,735,NA,2020-02-14 09:24:28,FALSE,NA,"1228248634828845058",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",113,FALSE,FALSE,NA,NA
"3/3. Under BJP rule we've seen an increase in terror-related casualties, increased infiltration across LOC, multipl… https://t.co/wvPWYWPmZG",FALSE,623,"ShashiTharoor",2020-02-14 08:34:24,TRUE,"1228235914557583360","1228236034279821313","24705126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",175,FALSE,FALSE,NA,NA
"2/3. Who was responsible? Who is accountable for decisions that left 40 jawans vulnerable? BJP cloaks itself in the… https://t.co/QmMzsYoaQZ",FALSE,731,"ShashiTharoor",2020-02-14 08:33:56,TRUE,"1228235799537188865","1228235914557583360","24705126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",185,FALSE,FALSE,NA,NA
"1/3. On the anniversary of the #PulwamaAttack, I salute the martyrs, mourn w/their families &amp;thank the soldiers who… https://t.co/TmCJgBa2ZH",FALSE,1684,NA,2020-02-14 08:33:28,TRUE,NA,"1228235799537188865",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",367,FALSE,FALSE,NA,NA
"I went to Court today, for once as the complainant against two BJP netas who had maliciously defamed me last year.… https://t.co/i4plTBynfA",FALSE,5707,NA,2020-02-14 08:20:17,TRUE,NA,"1228232481347760129",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",835,FALSE,FALSE,NA,NA
"RT @SimmiAhuja_: <U+0907><U+0928> <U+0928><U+0926><U+093F><U+092F><U+094B><U+0902> <U+092E><U+0947>, <U+0939><U+0935><U+093E><U+0913><U+0902> <U+092E><U+0947>, <U+0907><U+0928> <U+0935><U+093E><U+0926><U+093F><U+092F><U+094B><U+0902> <U+092E><U+0947> <U+0924><U+0941><U+092E> <U+0939><U+094B>
<U+0907><U+0938> <U+092E><U+093F><U+091F><U+094D><U+091F><U+0940> <U+0915><U+0940> <U+0916><U+0941><U+0936><U+092C><U+0941> <U+092E><U+0947> <U+0939><U+0930> <U+0938><U+0942> <U+0924><U+0941><U+092E><U+094D><U+0939><U+0940><U+0902> <U+0924><U+094B> <U+0939><U+094B>
<U+092E><U+0948><U+0902> <U+0928><U+092E><U+0928> <U+0915><U+0930><U+0924><U+093E> <U+0939><U+0942><U+0902> <U+0909><U+0928> <U+091C><U+0935><U+093E><U+0928><U+094B><U+0902> <U+0915><U+094B>
<U+091C><U+093F><U+0928><U+0915><U+0940>…",FALSE,0,NA,2020-02-14 07:47:18,FALSE,NA,"1228224180824358912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",67,TRUE,FALSE,NA,NA
"Splendid review of #TheNewWorldDisorder in @bsindia : https://t.co/oDHSryEBWk @samirsaran  @AlephBookCo",FALSE,162,NA,2020-02-14 06:48:58,FALSE,NA,"1228209499581767682",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",31,FALSE,FALSE,NA,NA
"@imAnishek @jijoy_matt Windowless alas",FALSE,78,"imAnishek",2020-02-14 06:27:55,FALSE,"1228176293427994625","1228204203354378241","2992216493","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",6,FALSE,FALSE,NA,NA
"RT @INCIndia: You may say we are dreamers
But we're not the only ones
We hope someday BJP will join us 
And our country will be as one. 

#…",FALSE,0,NA,2020-02-14 06:20:00,FALSE,NA,"1228202209386450944",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",1166,TRUE,FALSE,NA,NA
"RT @RahulGandhi: Today as we remember our 40 CRPF martyrs in the #PulwamaAttack , let us ask:

1. Who benefitted the most from the attack?…",FALSE,0,NA,2020-02-14 06:14:14,FALSE,NA,"1228200758618685440",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",18090,TRUE,FALSE,NA,NA
"Good research-based journalism! @rejitweets https://t.co/50lV0map31",FALSE,438,NA,2020-02-13 17:52:47,FALSE,NA,"1228014167266746368",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",66,FALSE,FALSE,NA,NA
"This thread is worth reading for those interested in verifiable history as opposed to politically-motivated specula… https://t.co/iaYrojg46D",FALSE,3283,NA,2020-02-13 16:43:13,TRUE,NA,"1227996661542076417",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",927,FALSE,FALSE,NA,NA
"(Malayalam) Don't try to make @ShashiTharoor into a Sanghi, says https://t.co/GphCfPg1Yn in a robust defence of my… https://t.co/fMJ1KfbKuc",FALSE,238,NA,2020-02-13 16:03:44,TRUE,NA,"1227986722513776640",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",34,FALSE,FALSE,NA,NA
"Good piece Ruchi Gupta! https://t.co/7zMkoTpdeD",FALSE,237,NA,2020-02-13 15:42:54,FALSE,NA,"1227981481932283906",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",44,FALSE,FALSE,NA,NA
"How the Gehlot government’s initiative of mandatory registration of FIRs has reduced communal violence in Rajasthan… https://t.co/nLEel1Vr18",FALSE,2420,NA,2020-02-13 15:39:38,TRUE,NA,"1227980659651534848",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",622,FALSE,FALSE,NA,NA
"@sanjida_iqbal @KoushalPriyanka @hvgoenka @tehseenp @AdityaRajKaul @shailyIPSspeaks @UtkarshDuggal @KumariRukshmani… https://t.co/yXZMjThwXX",FALSE,32,"sanjida_iqbal",2020-02-13 15:31:07,TRUE,"1227948172640604160","1227978514705465345","2854668410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",6,FALSE,FALSE,NA,NA
"RT @paulmozur: In response to the epidemic, China’s telecoms are now releasing user location data. It’s wild. Basically subscribers text a…",FALSE,0,NA,2020-02-13 14:45:52,FALSE,NA,"1227967127606267904",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",642,TRUE,FALSE,NA,NA
"Attended the meeting chaired by the DevaswomMinister to discuss preparations for the annual #AttukalPongala, the wo… https://t.co/PoWpsA5eqn",FALSE,151,NA,2020-02-13 14:31:02,TRUE,NA,"1227963393807503360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",30,FALSE,FALSE,NA,NA
"The “hopeless Opposition” had not been informed by the Govt. In fact my request in the Lok Sabha on 5 Aug 2019 for… https://t.co/yJFN1BWRNq",FALSE,6720,NA,2020-02-13 14:22:45,TRUE,NA,"1227961312409309185",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",1427,FALSE,FALSE,NA,NA
"Dear @RishiSunak Warmest congratulations on your appointment as Chancellor of the Exchequer. What splendid news — A… https://t.co/2NgXXHlHML",FALSE,1090,NA,2020-02-13 14:18:23,TRUE,NA,"1227960210712432643",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",146,FALSE,FALSE,NA,NA
"RT @sarvarta: @Nidhi Was there a Press Release which said Opposition leaders can now visit Kashmir? Seriously, leaders should have tried to…",FALSE,0,NA,2020-02-13 14:07:19,FALSE,NA,"1227957425824653312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",59,TRUE,FALSE,NA,NA
"Great news! It’s time the SC gave guidelines to governments about Sec.144. And also instructed the Centre to amend… https://t.co/2bD8MOjYd2",FALSE,711,NA,2020-02-13 14:06:39,TRUE,NA,"1227957260036390912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",195,FALSE,FALSE,NA,NA
"Fascinating interview with Montek Singh Ahluwalia has Karan Thapar grilling him on the economics of the UPA years.… https://t.co/9m4Xz4BFaE",FALSE,775,NA,2020-02-13 12:52:04,TRUE,NA,"1227938490681188352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",147,FALSE,FALSE,NA,NA
"Received from an unknown source. As both writer &amp; activist, I applaud the sentiments. https://t.co/grgj4tiQlU",FALSE,3697,NA,2020-02-13 09:46:35,FALSE,NA,"1227891811244359686",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",656,FALSE,FALSE,NA,NA
"Moody's says mood of Modi's India is not good: https://t.co/FEqQ4r9rFE
But Modi ji wants to play with speed. For Mo… https://t.co/KbLgiPFkzk",FALSE,595,NA,2020-02-13 09:32:47,TRUE,NA,"1227888339224686592",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",124,FALSE,FALSE,NA,NA
"RT @dubeyamitabh: Dear PM,

India’s GDP rose 100% in 7 years from $1 trillion (2007) to $2 trillion (2014).

Your $5 trillion target for 20…",FALSE,0,NA,2020-02-13 07:57:05,FALSE,NA,"1227864256160231424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",890,TRUE,FALSE,NA,NA
"10/10 The Govt evaded my question on whether they have set target dates for the competition of the long-pending Koc… https://t.co/HuT28nBpnY",FALSE,127,NA,2020-02-13 07:39:30,TRUE,NA,"1227859829852499968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",20,FALSE,FALSE,NA,NA
"9/10 In response to my question on the introduction of stricter legislation to protect healthcare professionals fro… https://t.co/PJx8aj5Wli",FALSE,87,NA,2020-02-13 07:38:03,TRUE,NA,"1227859465111666689",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",19,FALSE,FALSE,NA,NA
"8/10 In response to my question in Parliament, I learnt that disappointingly there are 204 non-operational Anganwad… https://t.co/TtRTWz6zRt",FALSE,96,NA,2020-02-13 07:35:55,TRUE,NA,"1227858928018444290",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",26,FALSE,FALSE,NA,NA
"7/10 I am delighted to learn that action has been taken against those responsible for generating dangerous toxic em… https://t.co/sYQ0J8w2Ts",FALSE,140,NA,2020-02-13 07:32:00,TRUE,NA,"1227857941597847553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",26,FALSE,FALSE,NA,NA
"6/10 I asked if PMSMA is successfully meeting its objective of providing quality medical care to pregnant women in… https://t.co/mQEXYyv1dG",FALSE,79,NA,2020-02-13 07:26:26,TRUE,NA,"1227856539001573376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",21,FALSE,FALSE,NA,NA
"5/10 While I am happy to learn that the Govt remains committed to the 2030 Agenda of achieving India’s SDGs, we nee… https://t.co/uLsNHXuvdi",FALSE,105,NA,2020-02-13 07:24:19,TRUE,NA,"1227856010338942976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",18,FALSE,FALSE,NA,NA
"4/10 In response to my question on the recognition&amp;inclusion of Kabaddi as an Olympic sport, @KirenRijiju clarified… https://t.co/0IexOg7MnY",FALSE,103,NA,2020-02-13 07:22:33,TRUE,NA,"1227855565436510213",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",15,FALSE,FALSE,NA,NA
"3/10 I am pleased that the Government has allowed drivers to provide all relevant documentation, including registra… https://t.co/qv5uIaO1Ev",FALSE,184,NA,2020-02-13 07:15:53,TRUE,NA,"1227853886905442305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",31,FALSE,FALSE,NA,NA
"2/10 In response to my question, the Finance Minister stated that MNREGA is implemented in all 14 districts of Kera… https://t.co/TxuWtUGupf",FALSE,100,NA,2020-02-13 07:14:52,TRUE,NA,"1227853629161263105",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",26,FALSE,FALSE,NA,NA
"1/10 As part of my efforts to introduce greater transparency into the work of Parliament, &amp; as I have done in the p… https://t.co/9gHrmqRgxw",FALSE,474,NA,2020-02-13 07:13:41,TRUE,NA,"1227853330669457408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",65,FALSE,FALSE,NA,NA
"RT @VenesaHermijil: This morning's read, 'A Land of Belonging' by @ShashiTharoor in 'Vision For A Nation: Paths and Perspectives'. https://…",FALSE,0,NA,2020-02-13 06:25:33,FALSE,NA,"1227841219805364224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",17,TRUE,FALSE,NA,NA
"RT @ishaantharoor: UN warns that runaway inequality is destabilizing the world’s democracies https://t.co/4AxVTFhXOX @_cingraham",FALSE,0,NA,2020-02-13 04:58:35,FALSE,NA,"1227819333750935553",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",35,TRUE,FALSE,NA,NA
"RT @ishaantharoor: Europe’s center isn’t holding https://t.co/iuM3Vlung7",FALSE,0,NA,2020-02-13 04:58:00,FALSE,NA,"1227819185830383616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",13,TRUE,FALSE,NA,NA
"RT @kanishktharoor: The new issue of @foreignaffairs launches today. Its core package debates the merits of retrenchment, including this pr…",FALSE,0,NA,2020-02-13 04:57:37,FALSE,NA,"1227819090753933312",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",13,TRUE,FALSE,NA,NA
"RT @ishaantharoor: My latest: On how China’s management of the coronavirus outbreak has raised the hoary specter of Chernobyl https://t.co/…",FALSE,0,NA,2020-02-13 04:51:17,FALSE,NA,"1227817495001567238",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",25,TRUE,FALSE,NA,NA
"Sorry meant to tag @DrSJaishankar &amp; @srinathraghava3 on this",FALSE,313,"ShashiTharoor",2020-02-13 04:31:35,FALSE,"1227812283629199360","1227812536784801792","24705126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",47,FALSE,FALSE,NA,NA
"Jai, I have the highest regard for VP Menon, a hero of Indian Independence from my state, but human recollections c… https://t.co/7e3OxRDqvQ",FALSE,3851,NA,2020-02-13 04:30:34,TRUE,NA,"1227812283629199360",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",1001,FALSE,FALSE,NA,NA
"RT @alexoxford2007: How cute!!! On one side, kids- the futures of India are playing without any tension/discrimination, while on the other…",FALSE,0,NA,2020-02-12 18:41:18,FALSE,NA,"1227663989154336768",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",13,TRUE,FALSE,NA,NA
"RT @Planet_Deb: Mussolini called Italy and Germany 'the soundest democracies', Hitler called Nazi Germany a 'beautiful democracy'. It’s a p…",FALSE,0,NA,2020-02-12 18:35:02,FALSE,NA,"1227662411135516673",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",46,TRUE,FALSE,NA,NA
"2/2 And on the other are the opposite forces of disruption, of religious polarization, of the talk of the clash of… https://t.co/X5EZFRSUPk",FALSE,307,"ShashiTharoor",2020-02-12 18:34:36,TRUE,"1227662067756191744","1227662300980502533","24705126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",52,FALSE,FALSE,NA,NA
"1/2 There are broadly two contending and even contradictory forces in the world in which we live today: on the one… https://t.co/l9luTdRwDZ",FALSE,551,NA,2020-02-12 18:33:40,TRUE,NA,"1227662067756191744",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",77,FALSE,FALSE,NA,NA
"RT @shhitsish: @ShashiTharoor inspired me to write on Jallianwala Bagh Massacre so I wrote this article on its 100th anniversary last year.…",FALSE,0,NA,2020-02-12 18:30:01,FALSE,NA,"1227661151128842240",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",14,TRUE,FALSE,NA,NA
"Joined senior government officials and digital economy experts in releasing a report on ‘Competition and Regulation… https://t.co/1TFkY2pLD3",FALSE,205,NA,2020-02-12 17:46:08,TRUE,NA,"1227650104007389184",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",23,FALSE,FALSE,NA,NA
"A powerful paean to the spirit of the #CAA_NRC_Protests by Avay Shukla is well worth reading for its passionate sum… https://t.co/4ohmHRARTH",FALSE,375,NA,2020-02-12 17:08:39,TRUE,NA,"1227640672355680257",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",65,FALSE,FALSE,NA,NA
"And this is why we need to build our own aircraft carriers: https://t.co/q8dokYWy5D https://t.co/kJruyOK8Jd",FALSE,427,NA,2020-02-12 16:27:20,FALSE,NA,"1227630275888205824",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",56,FALSE,FALSE,NA,NA
"@smritiirani And this just after @nsitharaman announced in her Budget a National Textile Mission to be launched wit… https://t.co/HLJ4L7vzQH",FALSE,194,"ShashiTharoor",2020-02-12 16:23:36,TRUE,"1227545374753050624","1227629333784608768","24705126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",24,FALSE,FALSE,NA,NA
"This @Facebook user in Thiruvananthapuram not only took a wonderful picture of the Mar Ivanios Tower at sunset, but… https://t.co/TMfvThA4Nf",FALSE,290,NA,2020-02-12 15:07:19,TRUE,NA,"1227610137692536832",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",32,FALSE,FALSE,NA,NA
"Shocked by the news of @Wendellrodricks' passing: https://t.co/W3CDCwo1va An original, a man of courage &amp; convictio… https://t.co/YZjLpLQhSP",FALSE,352,NA,2020-02-12 14:59:46,TRUE,NA,"1227608237010087937",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",69,FALSE,FALSE,NA,NA
"2/2 Religious battle cries of the IndianArmy include the familiar""Jo Bole So Nihal, Sat Sri Akal""(PunjabRegiment)&amp;… https://t.co/GjmVyw9TqE",FALSE,826,NA,2020-02-12 13:56:39,TRUE,NA,"1227592355139579905",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",132,FALSE,FALSE,NA,NA
"1/2 Our IndianArmy regiments have fascinating battle cries. From the MadrasRegiment's ""Veer Madrasi, Adi Kolu"" to t… https://t.co/Uicbe4K0O2",FALSE,1034,NA,2020-02-12 13:49:39,TRUE,NA,"1227590593741639686",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",128,FALSE,FALSE,NA,NA
"RT @AlephBookCo: Here's why you should pick up @ShashiTharoor and @samirsaran's #TheNewWorldDisorder as your next read.
Get your copy here:…",FALSE,0,NA,2020-02-12 13:39:17,FALSE,NA,"1227587983479459840",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",13,TRUE,FALSE,NA,NA
"Addressed youngsters preparing for the Kerala AdministrativeService exams on colonial history &amp;took questions on is… https://t.co/Jx2nUbLVvz",FALSE,391,NA,2020-02-12 13:30:01,TRUE,NA,"1227585652876693504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",54,FALSE,FALSE,NA,NA
"Sorry yes that was meant to be the *poverty* line...though their poverty is overtly apparent, that wasn’t the word I typed!",FALSE,265,"ShashiTharoor",2020-02-12 11:02:52,FALSE,"1227237362960199681","1227548619030454272","24705126","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",18,FALSE,FALSE,NA,NA
"In Thiruvananthapuram, received a representation from anxious workers worried about the NationalTextileCorporation,… https://t.co/RuESy3KsGJ",FALSE,593,NA,2020-02-12 10:49:58,TRUE,NA,"1227545374753050624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",87,FALSE,FALSE,NA,NA
"RT @BharatTiwari: To remain human it should not be about left or right, left or included, or right or wrong.

Read: @ShashiTharoor explaini…",FALSE,0,NA,2020-02-12 10:07:41,FALSE,NA,"1227534731597664256",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",29,TRUE,FALSE,NA,NA
"RT @katie_abraham: Amidst all the brouhaha over INC's staggering defeat in Delhi comes a story that deserves to be shared widely.
If constr…",FALSE,0,NA,2020-02-12 10:01:42,FALSE,NA,"1227533225897033730",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",18,TRUE,FALSE,NA,NA
"Those were the days! (inherited from UPA though). Today's news is somewhat less exhilarating:… https://t.co/5fn4nUrnC2",FALSE,858,NA,2020-02-12 09:56:39,TRUE,NA,"1227531956805464064",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",180,FALSE,FALSE,NA,NA
"My rumination on the extent of political &amp; ideological polarisation in our country these days &amp; my own experience o… https://t.co/F0VgxVfnhl",FALSE,4426,NA,2020-02-12 08:32:20,TRUE,NA,"1227510738966630400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",718,FALSE,FALSE,NA,NA
"How could so@l many anti-nationals in Delhi have given victory to Pakistan, unleashed rapists &amp; elected a terrorist… https://t.co/U4IXhChX6O",FALSE,938,NA,2020-02-12 01:46:18,TRUE,NA,"1227408557559042048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",160,FALSE,FALSE,NA,NA
"<U+0915><U+093F><U+0938><U+0940> <U+0915><U+0940> <U+091C><U+0940><U+0924> <U+092A><U+0947> <U+092F><U+0942><U+0902> <U+0928><U+093E><U+091C><U+093C><U+093E><U+0901> <U+0939><U+0948><U+0902>
<U+0936><U+093F><U+0915><U+0938><U+094D><U+0924> <U+0916><U+093E> <U+0915><U+0947> <U+092B><U+0924><U+0939> <U+092A><U+093E><U+0908> <U+0939><U+094B> ! #DelhiElectionResults",FALSE,18549,NA,2020-02-12 01:23:53,FALSE,NA,"1227402914592784384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",1952,FALSE,FALSE,NA,NA
"“Not worth a comment”? Every citizen of India has to be produced before a court &amp; his status accounted for, or does… https://t.co/8avCLlkAV8",FALSE,2458,NA,2020-02-12 01:21:01,TRUE,NA,"1227402192388100096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",582,FALSE,FALSE,NA,NA
"RT @HusnaPervez: According to Modi govt data, #Kerala has age specific attendance ratio of 60% for girls at the pre-primary level and 99.5%…",FALSE,0,NA,2020-02-12 01:06:33,FALSE,NA,"1227398550851448832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",94,TRUE,FALSE,NA,NA
"RT @jijoy_matt: How Arvind Kejriwal won? 

Dr. @ShashiTharoor clearly elaborated on Kejriwal's tactics and approach to the Delhi election w…",FALSE,0,NA,2020-02-11 17:28:37,FALSE,NA,"1227283309400449025",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",259,TRUE,FALSE,NA,NA
"Superb analysis by @mihirssharma of AAP's values-free, unprincipled &amp; idea-bereft campaign: ""it is good news that t… https://t.co/9KD2Bx33DV",FALSE,1563,NA,2020-02-11 17:26:53,TRUE,NA,"1227282875180974083",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",308,FALSE,FALSE,NA,NA
